shipment_id,customer_id,product_category,warehouse_block,mode_of_shipment,route,customer_care_calls,customer_rating,cost_of_product,prior_purchases,discount_offered,weight_in_gms,scheduled_days,actual_days,on_time_delivery,shipment_date
SHIP03805,CUST7658,Books,D,Road,Hyderabad-Pune,4,1,2078.4,3,51.7,5601,9,9,1,2023-07-28
SHIP03806,CUST2955,Fashion,A,Ship,Delhi-Bangalore,6,4,736.15,8,27.4,1223,9,9,1,2023-10-01
SHIP03807,CUST7000,Home & Garden,F,Flight,Kolkata-Delhi,1,3,1202.49,4,17.5,3035,7,9,0,2023-07-23
SHIP03808,CUST6512,Home & Garden,A,Ship,Delhi-Mumbai,6,4,1963.42,0,58.8,6342,7,10,0,2023-11-29
SHIP03809,CUST3893,Sporting Goods,F,Ship,Mumbai-Chennai,5,2,2709.91,0,51.3,5826,3,8,0,2023-02-09
SHIP03810,CUST6822,Fashion,D,Flight,Delhi-Mumbai,3,3,2057.0,6,40.2,5904,5,10,0,2023-01-10
SHIP03811,CUST3775,Fashion,B,Ship,Mumbai-Chennai,2,3,171.45,4,58.0,2006,3,2,1,2023-02-10
SHIP03812,CUST6358,Sporting Goods,C,Road,Delhi-Bangalore,4,4,2634.62,1,42.4,2429,8,12,0,2023-08-22
SHIP03813,CUST4233,Fashion,B,Ship,Mumbai-Chennai,4,5,1622.49,2,1.3,5517,10,12,0,2023-10-20
SHIP03814,CUST8335,Cosmetics,D,Ship,Kolkata-Delhi,7,2,4432.74,5,3.4,4394,7,8,0,2023-06-14
SHIP03815,CUST4502,Electronics,F,Flight,Delhi-Mumbai,6,4,4449.95,2,41.5,4019,7,6,1,2023-01-08
SHIP03816,CUST8012,Home & Garden,C,Flight,Kolkata-Delhi,6,1,724.62,0,14.3,5437,5,5,1,2023-05-11
SHIP03817,CUST8454,Books,B,Flight,Mumbai-Chennai,3,1,473.02,8,40.1,6778,7,11,0,2023-07-30
SHIP03818,CUST4443,Home & Garden,B,Flight,Bangalore-Chennai,3,2,1779.97,6,8.1,5365,4,5,0,2023-12-14
SHIP03819,CUST1038,Cosmetics,F,Ship,Delhi-Bangalore,7,5,1490.25,7,51.7,1597,9,14,0,2023-11-28
SHIP03820,CUST1710,Cosmetics,C,Road,Delhi-Mumbai,5,3,190.44,8,57.5,2135,6,10,0,2023-05-12
SHIP03821,CUST6165,Home & Garden,D,Road,Mumbai-Chennai,1,2,391.34,0,43.0,6281,7,6,1,2023-06-27
SHIP03822,CUST6714,Sporting Goods,D,Ship,Bangalore-Chennai,4,2,1708.16,0,15.1,3585,9,8,1,2023-02-19
SHIP03823,CUST4733,Sporting Goods,C,Flight,Delhi-Bangalore,5,1,3470.98,4,43.7,1501,7,9,0,2023-06-08
SHIP03824,CUST2760,Sporting Goods,C,Ship,Kolkata-Delhi,5,4,1290.39,5,44.5,5766,5,10,0,2023-04-18
SHIP03825,CUST4930,Home & Garden,B,Ship,Bangalore-Chennai,5,2,4411.66,2,1.6,3710,3,8,0,2023-01-20
SHIP03826,CUST7024,Books,C,Road,Kolkata-Delhi,7,2,4451.75,4,39.5,4043,8,13,0,2023-12-30
SHIP03827,CUST8251,Sporting Goods,B,Ship,Hyderabad-Pune,2,5,2944.21,4,13.5,1241,9,14,0,2023-06-26
SHIP03828,CUST9267,Sporting Goods,C,Flight,Hyderabad-Pune,4,5,4613.54,8,61.1,1123,8,7,1,2023-10-04
SHIP03829,CUST9351,Fashion,F,Flight,Hyderabad-Pune,2,1,3442.38,1,36.5,5607,8,10,0,2023-04-03
SHIP03830,CUST9562,Home & Garden,D,Road,Bangalore-Chennai,6,1,4179.63,4,22.2,4436,9,14,0,2023-07-05
SHIP03831,CUST7179,Books,D,Ship,Delhi-Bangalore,2,4,587.09,8,52.5,5158,5,9,0,2023-06-13
SHIP03832,CUST8405,Home & Garden,A,Road,Hyderabad-Pune,7,1,3356.2,0,31.6,6431,10,11,0,2023-09-24
SHIP03833,CUST7559,Sporting Goods,A,Flight,Mumbai-Chennai,2,5,202.26,6,53.7,5366,5,4,1,2023-05-10
SHIP03834,CUST4115,Sporting Goods,B,Ship,Delhi-Bangalore,3,3,4141.0,4,0.8,4913,7,9,0,2023-09-11
SHIP03835,CUST8926,Electronics,F,Road,Hyderabad-Pune,6,1,691.88,2,3.8,2604,6,10,0,2023-02-21
SHIP03836,CUST2179,Books,D,Road,Bangalore-Chennai,3,2,4476.71,1,63.6,4213,9,11,0,2023-04-03
SHIP03837,CUST5498,Cosmetics,A,Ship,Kolkata-Delhi,6,5,1177.39,2,28.8,4443,9,13,0,2023-08-04
SHIP03838,CUST1408,Sporting Goods,B,Ship,Bangalore-Chennai,7,2,156.04,0,4.9,4164,8,8,1,2023-12-25
SHIP03839,CUST4624,Fashion,A,Flight,Delhi-Bangalore,5,1,391.13,7,19.2,4139,4,8,0,2023-09-26
SHIP03840,CUST5387,Fashion,A,Road,Kolkata-Delhi,1,3,827.0,3,6.3,5020,9,13,0,2023-12-23
SHIP03841,CUST5926,Cosmetics,C,Flight,Kolkata-Delhi,1,1,1965.82,6,4.0,4720,5,5,1,2023-03-08
SHIP03842,CUST9656,Sporting Goods,F,Ship,Delhi-Mumbai,3,1,2762.58,0,3.9,2318,6,8,0,2023-08-21
SHIP03843,CUST5214,Cosmetics,F,Road,Bangalore-Chennai,1,1,3310.98,7,4.0,3824,3,6,0,2023-12-05
SHIP03844,CUST8021,Books,C,Road,Bangalore-Chennai,3,4,3806.09,7,38.5,2845,9,10,0,2023-08-27
SHIP03845,CUST8555,Books,C,Road,Hyderabad-Pune,7,3,3864.24,1,54.2,1169,6,8,0,2023-11-18
SHIP03846,CUST9671,Home & Garden,F,Road,Kolkata-Delhi,3,2,1164.34,0,35.0,3367,6,10,0,2023-09-05
SHIP03847,CUST4171,Home & Garden,B,Ship,Mumbai-Chennai,5,5,953.08,7,55.2,1017,8,13,0,2023-04-20
SHIP03848,CUST8677,Home & Garden,C,Flight,Kolkata-Delhi,3,2,4080.95,6,52.3,6827,3,3,1,2023-07-21
SHIP03849,CUST9667,Fashion,C,Ship,Delhi-Mumbai,4,2,4118.96,3,3.4,3858,4,6,0,2023-04-18
SHIP03850,CUST3871,Cosmetics,B,Road,Delhi-Bangalore,7,1,2766.01,0,50.9,3115,5,4,1,2023-09-01
SHIP03851,CUST9446,Books,D,Road,Delhi-Mumbai,1,2,3881.69,8,1.3,3494,3,6,0,2023-12-20
SHIP03852,CUST6219,Books,D,Flight,Delhi-Bangalore,1,1,754.34,1,45.7,5231,6,5,1,2023-07-23
SHIP03853,CUST9696,Electronics,D,Flight,Kolkata-Delhi,2,3,730.61,5,9.9,4426,4,3,1,2023-10-17
SHIP03854,CUST8399,Electronics,A,Ship,Kolkata-Delhi,7,1,4686.38,8,26.7,6282,10,10,1,2023-12-01
SHIP03855,CUST6032,Electronics,C,Flight,Delhi-Bangalore,3,5,4215.56,6,35.7,3749,9,10,0,2023-08-03
SHIP03856,CUST5781,Fashion,C,Ship,Mumbai-Chennai,4,4,4634.38,8,37.9,5666,6,10,0,2023-08-27
SHIP03857,CUST4622,Books,F,Flight,Delhi-Mumbai,4,4,266.63,2,63.3,6331,10,14,0,2023-09-04
SHIP03858,CUST1493,Electronics,C,Road,Bangalore-Chennai,1,5,1829.4,0,44.1,6292,6,10,0,2023-09-03
SHIP03859,CUST2599,Sporting Goods,F,Flight,Bangalore-Chennai,6,2,790.08,0,42.3,4994,4,5,0,2023-11-26
SHIP03860,CUST7857,Electronics,A,Flight,Bangalore-Chennai,6,5,4885.66,5,44.6,6152,10,10,1,2023-06-22
SHIP03861,CUST5771,Electronics,D,Ship,Bangalore-Chennai,7,5,3449.08,0,28.2,5485,6,6,1,2023-09-16
SHIP03862,CUST7694,Cosmetics,A,Road,Delhi-Bangalore,1,5,2722.22,5,61.2,6233,4,5,0,2023-12-23
SHIP03863,CUST5491,Sporting Goods,B,Flight,Delhi-Bangalore,3,4,2684.5,8,32.4,6042,6,7,0,2023-04-13
SHIP03864,CUST3375,Home & Garden,C,Ship,Bangalore-Chennai,4,4,1999.44,1,52.0,5020,6,7,0,2023-09-07
SHIP03865,CUST7669,Home & Garden,D,Flight,Delhi-Bangalore,5,2,786.29,8,15.4,3472,7,7,1,2023-01-11
SHIP03866,CUST3822,Sporting Goods,C,Ship,Kolkata-Delhi,6,2,2844.74,0,36.2,3854,10,9,1,2023-11-06
SHIP03867,CUST7187,Fashion,D,Flight,Delhi-Bangalore,2,1,4321.6,2,21.9,1787,7,10,0,2023-03-21
SHIP03868,CUST8617,Cosmetics,D,Ship,Mumbai-Chennai,1,3,4007.55,7,63.4,3066,5,9,0,2023-10-14
SHIP03869,CUST6588,Books,B,Ship,Mumbai-Chennai,4,5,2065.46,5,61.1,1940,7,9,0,2023-08-06
SHIP03870,CUST2090,Cosmetics,C,Ship,Kolkata-Delhi,1,2,1920.68,2,40.9,3433,9,12,0,2023-04-02
SHIP03871,CUST8442,Electronics,C,Ship,Bangalore-Chennai,1,3,4047.33,7,16.9,3724,8,9,0,2023-11-25
SHIP03872,CUST7873,Home & Garden,F,Flight,Hyderabad-Pune,3,1,1206.64,3,7.7,4736,3,5,0,2023-08-01
SHIP03873,CUST9778,Fashion,B,Flight,Hyderabad-Pune,3,5,964.66,2,59.8,3968,9,8,1,2023-09-11
SHIP03874,CUST9794,Electronics,D,Ship,Bangalore-Chennai,2,3,4053.94,4,7.0,4472,5,6,0,2023-10-05
SHIP03875,CUST2747,Home & Garden,A,Ship,Bangalore-Chennai,7,5,3313.35,0,42.5,3399,8,9,0,2023-07-28
SHIP03876,CUST2302,Books,B,Road,Hyderabad-Pune,7,2,4709.21,5,33.8,3307,10,15,0,2023-04-24
SHIP03877,CUST3206,Cosmetics,D,Ship,Delhi-Bangalore,4,4,3516.81,5,25.0,5111,3,7,0,2023-02-20
SHIP03878,CUST1073,Sporting Goods,A,Road,Kolkata-Delhi,3,3,2488.52,4,0.9,5310,8,8,1,2023-11-05
SHIP03879,CUST1471,Sporting Goods,F,Road,Delhi-Bangalore,2,5,3212.55,6,17.0,1793,3,7,0,2023-04-09
SHIP03880,CUST5840,Electronics,B,Road,Hyderabad-Pune,2,4,2161.83,5,8.2,4407,9,10,0,2023-10-12
SHIP03881,CUST3121,Sporting Goods,A,Ship,Delhi-Bangalore,5,4,1669.21,2,64.4,1358,8,11,0,2023-08-20
SHIP03882,CUST6981,Sporting Goods,F,Ship,Bangalore-Chennai,7,1,4328.74,8,33.2,1056,3,6,0,2023-01-05
SHIP03883,CUST6442,Fashion,D,Road,Delhi-Bangalore,5,4,4339.81,7,40.9,6935,6,5,1,2023-01-01
SHIP03884,CUST1165,Cosmetics,A,Ship,Hyderabad-Pune,1,4,2898.41,2,61.1,2679,5,4,1,2023-04-08
SHIP03885,CUST7415,Fashion,A,Flight,Mumbai-Chennai,1,3,4270.98,1,63.4,5598,10,12,0,2023-11-28
SHIP03886,CUST3078,Cosmetics,B,Road,Bangalore-Chennai,2,5,1610.44,2,43.0,4349,3,5,0,2023-01-02
SHIP03887,CUST4894,Home & Garden,F,Ship,Bangalore-Chennai,4,2,2841.28,8,31.7,6365,6,7,0,2023-10-03
SHIP03888,CUST6753,Sporting Goods,A,Ship,Hyderabad-Pune,2,2,4706.72,5,23.6,5296,7,10,0,2023-06-15
SHIP03889,CUST9445,Books,B,Flight,Kolkata-Delhi,6,2,3273.43,1,57.7,1668,8,10,0,2023-03-18
SHIP03890,CUST8999,Home & Garden,B,Ship,Bangalore-Chennai,6,2,2976.39,1,17.7,5793,3,4,0,2023-06-14
SHIP03891,CUST5876,Electronics,D,Flight,Hyderabad-Pune,3,2,3295.21,2,30.2,5161,3,8,0,2023-12-13
SHIP03892,CUST5313,Sporting Goods,A,Ship,Hyderabad-Pune,5,1,2418.71,2,33.4,3762,4,5,0,2023-06-18
SHIP03893,CUST5431,Sporting Goods,C,Ship,Delhi-Mumbai,5,2,2162.35,8,59.2,5233,7,10,0,2023-09-05
SHIP03894,CUST1362,Cosmetics,B,Ship,Delhi-Mumbai,5,1,1841.91,0,5.2,5077,9,10,0,2023-10-04
SHIP03895,CUST6272,Cosmetics,C,Road,Delhi-Bangalore,6,5,731.35,5,64.6,6713,7,12,0,2023-04-18
SHIP03896,CUST7908,Sporting Goods,A,Road,Bangalore-Chennai,5,3,2179.3,0,0.1,3780,8,13,0,2023-11-22
SHIP03897,CUST7228,Fashion,C,Road,Delhi-Bangalore,3,5,3263.06,4,51.0,6557,4,4,1,2023-04-19
SHIP03898,CUST6651,Electronics,F,Road,Delhi-Mumbai,4,4,4530.32,4,45.1,4481,3,2,1,2023-03-11
SHIP03899,CUST8750,Books,D,Ship,Mumbai-Chennai,5,4,2473.55,7,25.1,1445,3,6,0,2023-07-04
SHIP03900,CUST3163,Books,F,Road,Delhi-Mumbai,5,1,4307.41,0,2.4,6658,6,7,0,2023-08-14
SHIP03901,CUST8539,Home & Garden,A,Road,Delhi-Mumbai,7,3,4457.95,2,3.0,2261,9,9,1,2023-05-17
SHIP03902,CUST6177,Sporting Goods,D,Flight,Kolkata-Delhi,2,2,4922.03,6,64.5,6345,5,5,1,2023-01-08
SHIP03903,CUST7195,Home & Garden,D,Flight,Bangalore-Chennai,3,3,780.03,8,26.9,3652,5,8,0,2023-09-03
SHIP03904,CUST1400,Books,D,Flight,Mumbai-Chennai,5,4,2673.2,6,20.1,5179,9,12,0,2023-07-04
SHIP03905,CUST1736,Electronics,A,Ship,Mumbai-Chennai,3,3,2085.53,4,22.1,3042,10,9,1,2023-04-25
SHIP03906,CUST9351,Home & Garden,B,Road,Mumbai-Chennai,6,5,1502.17,7,0.4,1968,6,7,0,2023-08-16
SHIP03907,CUST6389,Books,D,Ship,Delhi-Bangalore,4,1,2194.26,5,42.2,1537,7,8,0,2023-01-19
SHIP03908,CUST2976,Fashion,F,Road,Kolkata-Delhi,7,3,3309.28,5,21.2,3288,4,7,0,2023-07-21
SHIP03909,CUST9593,Electronics,B,Ship,Bangalore-Chennai,2,3,475.13,7,55.1,4784,5,5,1,2023-10-22
SHIP03910,CUST1095,Electronics,D,Flight,Bangalore-Chennai,7,4,1543.11,3,24.6,3162,4,3,1,2023-09-24
SHIP03911,CUST9515,Home & Garden,F,Ship,Kolkata-Delhi,1,3,1194.42,6,37.3,3222,3,8,0,2023-10-31
SHIP03912,CUST4366,Books,C,Flight,Kolkata-Delhi,6,5,2712.75,3,46.5,4423,10,11,0,2023-11-06
SHIP03913,CUST2485,Books,F,Road,Kolkata-Delhi,7,4,1977.19,5,34.0,1456,4,6,0,2023-11-20
SHIP03914,CUST7787,Books,C,Ship,Bangalore-Chennai,1,4,4202.42,0,41.6,1226,7,7,1,2023-02-11
SHIP03915,CUST2061,Fashion,D,Ship,Mumbai-Chennai,3,4,1566.04,2,58.9,5354,8,8,1,2023-12-06
SHIP03916,CUST7018,Sporting Goods,D,Flight,Hyderabad-Pune,3,3,2869.87,1,41.6,4405,7,8,0,2023-11-15
SHIP03917,CUST9126,Sporting Goods,B,Flight,Delhi-Bangalore,1,5,3505.13,3,22.7,3515,4,4,1,2023-01-18
SHIP03918,CUST5287,Home & Garden,F,Road,Delhi-Bangalore,2,2,4073.44,8,3.6,2483,4,4,1,2023-05-01
SHIP03919,CUST9191,Electronics,A,Flight,Delhi-Bangalore,7,4,1422.96,3,21.6,3318,7,8,0,2023-06-13
SHIP03920,CUST4295,Fashion,D,Road,Delhi-Mumbai,2,2,588.21,4,41.2,1272,5,8,0,2023-07-30
SHIP03921,CUST1728,Cosmetics,A,Road,Kolkata-Delhi,4,2,4169.04,4,13.5,3292,5,8,0,2023-02-08
SHIP03922,CUST7149,Fashion,B,Road,Mumbai-Chennai,4,3,461.8,6,41.5,5853,9,8,1,2023-04-03
SHIP03923,CUST6419,Fashion,A,Flight,Bangalore-Chennai,6,1,1418.02,3,61.6,1780,10,9,1,2023-03-29
SHIP03924,CUST4243,Books,D,Road,Mumbai-Chennai,1,3,3678.09,4,34.8,2388,10,10,1,2023-11-29
SHIP03925,CUST3321,Books,B,Flight,Mumbai-Chennai,6,4,853.45,2,16.7,3617,9,8,1,2023-11-21
SHIP03926,CUST1744,Cosmetics,A,Ship,Delhi-Bangalore,5,1,120.91,5,42.6,5950,8,13,0,2023-05-02
SHIP03927,CUST3705,Fashion,C,Ship,Hyderabad-Pune,4,1,3784.85,6,36.6,6444,5,7,0,2023-07-06
SHIP03928,CUST6996,Home & Garden,D,Ship,Hyderabad-Pune,3,5,2818.59,8,50.1,5559,6,6,1,2023-06-21
SHIP03929,CUST8188,Home & Garden,F,Flight,Hyderabad-Pune,5,1,314.6,5,46.6,5000,7,7,1,2023-11-10
SHIP03930,CUST9595,Electronics,D,Road,Bangalore-Chennai,2,4,3185.35,0,37.6,3366,6,11,0,2023-04-14
SHIP03931,CUST8470,Home & Garden,A,Ship,Kolkata-Delhi,7,3,176.04,6,44.2,4208,3,4,0,2023-05-09
SHIP03932,CUST9451,Sporting Goods,F,Road,Bangalore-Chennai,1,4,1683.07,6,56.4,5070,8,13,0,2023-06-15
SHIP03933,CUST3772,Home & Garden,B,Ship,Mumbai-Chennai,2,1,400.17,3,44.9,5703,5,5,1,2023-04-14
SHIP03934,CUST8038,Sporting Goods,D,Ship,Bangalore-Chennai,7,2,1970.83,3,22.1,1643,4,9,0,2023-01-20
SHIP03935,CUST3408,Electronics,B,Road,Kolkata-Delhi,1,2,4097.07,3,10.3,4368,4,9,0,2023-06-04
SHIP03936,CUST3156,Books,C,Flight,Mumbai-Chennai,2,2,1380.11,2,11.1,2964,4,5,0,2023-01-02
SHIP03937,CUST3154,Books,A,Ship,Delhi-Mumbai,1,2,734.12,8,61.0,2403,3,3,1,2023-04-29
SHIP03938,CUST4863,Home & Garden,A,Road,Hyderabad-Pune,7,4,2879.15,3,21.8,2325,5,6,0,2023-12-06
SHIP03939,CUST8941,Cosmetics,B,Road,Mumbai-Chennai,6,5,1446.5,7,52.0,3341,8,10,0,2023-03-01
SHIP03940,CUST8443,Cosmetics,F,Flight,Delhi-Bangalore,4,1,4535.01,0,35.9,1002,3,8,0,2023-10-03
SHIP03941,CUST1880,Cosmetics,B,Ship,Kolkata-Delhi,1,2,2477.26,3,59.1,6909,10,9,1,2023-11-02
SHIP03942,CUST3684,Cosmetics,A,Flight,Bangalore-Chennai,7,2,2203.68,2,18.9,5900,8,10,0,2023-08-29
SHIP03943,CUST8452,Fashion,F,Road,Bangalore-Chennai,2,3,1051.8,8,10.2,3288,10,14,0,2023-08-19
SHIP03944,CUST3621,Fashion,B,Ship,Hyderabad-Pune,7,2,1064.29,1,12.8,3665,9,9,1,2023-11-01
SHIP03945,CUST4563,Home & Garden,F,Ship,Kolkata-Delhi,2,4,3440.0,4,59.8,1347,5,9,0,2023-03-25
SHIP03946,CUST2219,Fashion,C,Flight,Delhi-Bangalore,2,5,4938.0,4,52.7,4177,4,5,0,2023-06-03
SHIP03947,CUST9559,Books,F,Ship,Hyderabad-Pune,6,2,4534.77,5,2.2,4399,10,14,0,2023-01-14
SHIP03948,CUST4099,Fashion,D,Flight,Delhi-Mumbai,3,2,4309.43,8,53.2,6958,5,9,0,2023-11-11
SHIP03949,CUST8320,Sporting Goods,F,Flight,Hyderabad-Pune,1,5,206.0,3,49.6,5745,6,6,1,2023-09-25
SHIP03950,CUST8900,Home & Garden,F,Flight,Delhi-Mumbai,5,2,1792.28,7,8.4,2490,7,8,0,2023-10-15
SHIP03951,CUST8897,Electronics,F,Flight,Delhi-Mumbai,5,4,3054.72,4,32.7,3441,6,5,1,2023-01-03
SHIP03952,CUST5671,Cosmetics,C,Ship,Bangalore-Chennai,5,1,1417.5,3,48.1,6294,9,13,0,2023-08-22
SHIP03953,CUST1677,Sporting Goods,D,Road,Delhi-Bangalore,6,2,2344.56,0,48.5,3727,9,14,0,2023-07-05
SHIP03954,CUST7045,Books,C,Road,Delhi-Mumbai,7,1,3755.38,0,58.0,4014,5,9,0,2023-12-16
SHIP03955,CUST3915,Books,C,Ship,Delhi-Bangalore,4,4,2283.92,8,1.7,6303,8,12,0,2023-07-30
SHIP03956,CUST7591,Home & Garden,D,Ship,Delhi-Bangalore,2,4,4125.32,2,54.7,3661,7,6,1,2023-06-10
SHIP03957,CUST1384,Cosmetics,C,Flight,Bangalore-Chennai,6,2,787.14,6,41.2,3416,6,10,0,2023-03-21
SHIP03958,CUST4403,Cosmetics,A,Flight,Delhi-Bangalore,7,3,1031.31,1,2.8,1532,6,7,0,2023-01-31
SHIP03959,CUST9740,Fashion,A,Road,Bangalore-Chennai,3,2,3660.37,1,48.6,2526,8,12,0,2023-07-30
SHIP03960,CUST7583,Home & Garden,F,Flight,Mumbai-Chennai,4,5,2371.36,6,28.5,6128,5,6,0,2023-03-25
SHIP03961,CUST3675,Sporting Goods,D,Road,Delhi-Bangalore,1,4,4915.06,0,29.9,1649,9,10,0,2023-05-25
SHIP03962,CUST1600,Electronics,B,Flight,Mumbai-Chennai,5,1,1922.41,4,61.3,1858,3,7,0,2023-02-05
SHIP03963,CUST8903,Home & Garden,F,Road,Delhi-Mumbai,1,3,1355.27,1,53.7,6389,4,8,0,2023-09-18
SHIP03964,CUST4151,Books,A,Road,Mumbai-Chennai,5,2,4996.04,4,36.9,2703,3,5,0,2023-03-28
SHIP03965,CUST5737,Electronics,C,Ship,Delhi-Bangalore,1,1,2346.26,4,44.5,2695,3,7,0,2023-08-01
SHIP03966,CUST7069,Electronics,B,Ship,Mumbai-Chennai,6,5,2616.46,8,20.6,4170,4,3,1,2023-06-28
SHIP03967,CUST8288,Home & Garden,A,Flight,Delhi-Mumbai,3,5,1216.93,1,21.6,1172,9,8,1,2023-08-09
SHIP03968,CUST3155,Cosmetics,D,Ship,Bangalore-Chennai,2,1,1779.53,3,35.1,1940,8,7,1,2023-05-17
SHIP03969,CUST2924,Electronics,D,Ship,Bangalore-Chennai,4,1,1354.67,5,40.1,3156,4,5,0,2023-03-04
SHIP03970,CUST2720,Books,D,Flight,Delhi-Mumbai,6,3,4773.51,7,12.1,3601,4,3,1,2023-07-21
SHIP03971,CUST1590,Cosmetics,B,Flight,Delhi-Mumbai,2,2,133.79,2,20.9,1260,8,8,1,2023-03-04
SHIP03972,CUST5925,Electronics,F,Road,Kolkata-Delhi,6,1,3724.48,6,43.8,2051,7,8,0,2023-04-01
SHIP03973,CUST4846,Cosmetics,A,Ship,Bangalore-Chennai,1,5,3703.38,3,50.8,5839,8,13,0,2023-04-28
SHIP03974,CUST5405,Electronics,A,Road,Hyderabad-Pune,6,5,659.89,7,61.2,1906,4,9,0,2023-12-28
SHIP03975,CUST4026,Sporting Goods,F,Flight,Mumbai-Chennai,6,1,1743.61,4,40.5,3915,5,9,0,2023-12-25
SHIP03976,CUST5880,Books,C,Ship,Delhi-Bangalore,4,4,1376.93,2,31.1,5362,7,11,0,2023-04-09
SHIP03977,CUST7450,Cosmetics,C,Road,Delhi-Mumbai,1,1,1737.95,2,36.8,6976,9,13,0,2023-11-01
SHIP03978,CUST3431,Home & Garden,B,Ship,Bangalore-Chennai,4,4,2406.66,8,15.2,4157,5,9,0,2023-08-28
SHIP03979,CUST2091,Electronics,D,Ship,Hyderabad-Pune,6,2,1332.08,0,32.7,2827,10,12,0,2023-09-17
SHIP03980,CUST4587,Fashion,A,Flight,Kolkata-Delhi,5,2,368.34,2,43.7,4541,8,7,1,2023-12-22
SHIP03981,CUST7346,Books,B,Ship,Delhi-Mumbai,4,2,2989.19,5,47.7,6564,9,8,1,2023-12-30
SHIP03982,CUST7572,Electronics,F,Flight,Hyderabad-Pune,4,1,4890.0,0,36.1,1013,5,7,0,2023-11-26
SHIP03983,CUST3957,Books,D,Flight,Kolkata-Delhi,2,4,201.13,8,27.1,2693,6,9,0,2023-01-14
SHIP03984,CUST6676,Electronics,D,Flight,Bangalore-Chennai,4,4,2198.22,5,23.0,5310,6,11,0,2023-10-26
SHIP03985,CUST6566,Electronics,F,Ship,Hyderabad-Pune,2,1,2138.84,2,23.4,6667,3,7,0,2023-01-19
SHIP03986,CUST8062,Home & Garden,C,Ship,Hyderabad-Pune,5,3,3896.7,2,17.0,4422,3,4,0,2023-07-09
SHIP03987,CUST7091,Electronics,B,Road,Bangalore-Chennai,7,5,3089.1,0,28.6,1755,4,6,0,2023-01-25
SHIP03988,CUST9269,Electronics,C,Road,Hyderabad-Pune,2,4,2517.25,4,39.6,2941,4,9,0,2023-11-19
SHIP03989,CUST8371,Cosmetics,C,Road,Bangalore-Chennai,1,1,3857.44,6,28.5,4042,5,10,0,2023-02-17
SHIP03990,CUST1665,Home & Garden,B,Flight,Mumbai-Chennai,6,2,3715.27,1,21.6,4651,3,7,0,2023-12-08
SHIP03991,CUST3167,Fashion,F,Flight,Delhi-Mumbai,6,5,1314.17,8,25.6,2620,8,12,0,2023-12-07
SHIP03992,CUST9121,Home & Garden,F,Flight,Kolkata-Delhi,7,3,4424.2,7,61.8,2666,3,3,1,2023-08-06
SHIP03993,CUST5068,Home & Garden,D,Flight,Delhi-Bangalore,5,2,2532.7,8,6.8,1464,8,7,1,2023-06-11
SHIP03994,CUST1422,Fashion,D,Road,Delhi-Mumbai,7,1,666.81,3,41.2,1045,10,13,0,2023-01-23
SHIP03995,CUST5212,Electronics,D,Ship,Hyderabad-Pune,6,5,220.48,7,22.6,6769,5,10,0,2023-05-03
SHIP03996,CUST7530,Electronics,F,Ship,Kolkata-Delhi,4,3,1630.91,0,18.2,5833,8,7,1,2023-07-25
SHIP03997,CUST7531,Books,A,Flight,Bangalore-Chennai,2,2,3478.37,7,44.8,4636,7,11,0,2023-12-10
SHIP03998,CUST1305,Home & Garden,C,Road,Delhi-Mumbai,2,4,194.7,2,34.0,3476,5,7,0,2023-02-23
SHIP03999,CUST3328,Electronics,F,Road,Mumbai-Chennai,4,5,2585.0,6,58.7,6118,9,10,0,2023-06-19
SHIP04000,CUST8369,Home & Garden,C,Ship,Hyderabad-Pune,1,5,308.98,3,35.2,5558,6,11,0,2023-04-09
SHIP04001,CUST5976,Home & Garden,C,Ship,Bangalore-Chennai,6,2,3381.17,7,58.8,4094,10,12,0,2023-02-13
SHIP04002,CUST9390,Home & Garden,D,Flight,Delhi-Bangalore,7,4,3053.97,7,25.5,2770,3,6,0,2023-02-01
SHIP04003,CUST5176,Fashion,F,Ship,Delhi-Mumbai,2,3,4669.18,2,41.7,5400,4,7,0,2023-04-22
SHIP04004,CUST5839,Cosmetics,A,Flight,Delhi-Mumbai,7,2,645.67,6,32.0,1037,8,8,1,2023-04-14
SHIP04005,CUST1323,Cosmetics,D,Flight,Hyderabad-Pune,5,4,2559.98,2,45.9,2060,9,8,1,2023-02-15
SHIP04006,CUST6906,Sporting Goods,B,Road,Delhi-Bangalore,5,3,1327.66,0,40.8,3462,8,13,0,2023-08-04
SHIP04007,CUST1291,Books,B,Road,Hyderabad-Pune,4,2,2682.33,3,48.5,4088,7,11,0,2023-06-22
SHIP04008,CUST9571,Electronics,C,Flight,Hyderabad-Pune,5,4,4982.52,2,39.3,4313,9,12,0,2023-01-12
SHIP04009,CUST4652,Electronics,C,Road,Delhi-Bangalore,1,4,181.61,1,40.2,3387,8,8,1,2023-04-04
SHIP04010,CUST1374,Electronics,C,Ship,Hyderabad-Pune,6,2,4568.94,3,60.4,3270,10,13,0,2023-08-06
SHIP04011,CUST9647,Fashion,F,Road,Bangalore-Chennai,3,3,1439.53,1,33.0,2632,8,7,1,2023-04-02
SHIP04012,CUST2770,Home & Garden,D,Road,Mumbai-Chennai,2,3,215.81,4,14.5,2088,10,13,0,2023-09-24
SHIP04013,CUST6825,Books,A,Road,Bangalore-Chennai,7,1,2272.09,6,29.1,3727,3,8,0,2023-04-13
